user_id,total_spent,num_orders,customer_type,avg_order_value,ltv,cac,net_value
1738541796150061082,109.18,1,one-time,109.18,109.18,300.0,-190.82
1738877552800780559,17.59,1,one-time,17.59,17.59,50.0,-32.41
1739823917347946740,115.99,1,one-time,115.99,115.99,300.0,-184.01
1740096949560523754,57.980000000000004,2,repeat,28.990000000000002,57.980000000000004,125.0,-67.02
1740516675967625074,878.9,1,one-time,878.9,878.9,50.0,828.9
1741172694620038876,66.15,1,one-time,66.15,66.15,300.0,-233.85
1743601806406480727,366.95,1,one-time,366.95,366.95,50.0,316.95
1743883708888557342,366.85,1,one-time,366.85,366.85,50.0,316.85
1747158285206837296,143.88,1,one-time,143.88,143.88,50.0,93.88
1748823667691888878,77.72,1,one-time,77.72,77.72,300.0,-222.28
1749853719127085935,23.99,1,one-time,23.99,23.99,50.0,-26.01
1750309305209868521,127.95,1,one-time,127.95,127.95,50.0,77.95
1750514406451146951,81.46,1,one-time,81.46,81.46,50.0,31.459999999999994
1751309915031023278,34.28,1,one-time,34.28,34.28,300.0,-265.72
1754237628873479248,18.21,1,one-time,18.21,18.21,50.0,-31.79
1754913906837979962,91.6,1,one-time,91.6,91.6,50.0,41.599999999999994
1755285075789070273,10.99,1,one-time,10.99,10.99,50.0,-39.01
1755438626455874650,79.94,1,one-time,79.94,79.94,50.0,29.939999999999998
1758112154920698235,63.15,1,one-time,63.15,63.15,50.0,13.149999999999999
1758403603414007957,34.49,1,one-time,34.49,34.49,50.0,-15.509999999999998
1759164715589442181,18.98,1,one-time,18.98,18.98,50.0,-31.02
1759399397245145519,63.6,1,one-time,63.6,63.6,50.0,13.600000000000001
1759779356678951325,3101.3500000000004,6,repeat,516.8916666666668,3101.3500000000004,50.0,3051.3500000000004
1761084588077503545,36.19,1,one-time,36.19,36.19,50.0,-13.810000000000002
1761613768305103159,87.99,1,one-time,87.99,87.99,50.0,37.989999999999995
1761839274702082188,476.07,1,one-time,476.07,476.07,50.0,426.07
1762309596636885789,652.52,1,one-time,652.52,652.52,50.0,602.52
1762540039573649288,44.0,1,one-time,44.0,44.0,50.0,-6.0
1765174534207542006,79.99,1,one-time,79.99,79.99,50.0,29.989999999999995
1765448131945417161,76.34,1,one-time,76.34,76.34,50.0,26.340000000000003
1766466254683326555,16.47,1,one-time,16.47,16.47,300.0,-283.53
1766574900434071803,79.99,1,one-time,79.99,79.99,50.0,29.989999999999995
1772086270996280264,95.4,1,one-time,95.4,95.4,50.0,45.400000000000006
1773585151550770060,19.99,1,one-time,19.99,19.99,50.0,-30.01
1774472718303082739,15.39,1,one-time,15.39,15.39,300.0,-284.61
1774756696067199606,558.85,1,one-time,558.85,558.85,300.0,258.85
1776097454835233933,95.99,1,one-time,95.99,95.99,50.0,45.989999999999995
1776208883064739758,16.99,1,one-time,16.99,16.99,50.0,-33.010000000000005
1776658355119092313,395.73,1,one-time,395.73,395.73,50.0,345.73
1778974333351485878,204.74,1,one-time,204.74,204.74,50.0,154.74
1781010856470588280,12.48,1,one-time,12.48,12.48,50.0,-37.519999999999996
1781628475193347891,36.04,1,one-time,36.04,36.04,50.0,-13.96
1783689121802630504,44.79,1,one-time,44.79,44.79,50.0,-5.210000000000001
1783799156295580451,136.97,1,one-time,136.97,136.97,300.0,-163.03
1785770568670204175,200.51,1,one-time,200.51,200.51,50.0,150.51
1786848071715293136,19.48,1,one-time,19.48,19.48,50.0,-30.52
1787782148988607954,24.99,1,one-time,24.99,24.99,50.0,-25.01
1788821557612068875,74.99,1,one-time,74.99,74.99,50.0,24.989999999999995
1790056396751623380,41.99,1,one-time,41.99,41.99,50.0,-8.009999999999998
1790257828518199138,147.93,1,one-time,147.93,147.93,50.0,97.93
1790630358090197146,56.97,1,one-time,56.97,56.97,300.0,-243.03
1791403729056755993,72.98,1,one-time,72.98,72.98,300.0,-227.01999999999998
1794229321970124318,84.06,1,one-time,84.06,84.06,50.0,34.06
1794290733386551396,72.75,1,one-time,72.75,72.75,50.0,22.75
1796752581308376483,40.95,1,one-time,40.95,40.95,50.0,-9.049999999999997
1799218307967476916,16.99,1,one-time,16.99,16.99,300.0,-283.01
1799384320519544940,65.57,1,one-time,65.57,65.57,50.0,15.569999999999993
1799811796285351595,89.58,1,one-time,89.58,89.58,50.0,39.58
1804930412747691262,43.81,2,repeat,21.905,43.81,50.0,-6.189999999999998
1805199738118049735,66.14,1,one-time,66.14,66.14,50.0,16.14
1806006534240481243,56.98,1,one-time,56.98,56.98,50.0,6.979999999999997
1807168875830631146,268.74,1,one-time,268.74,268.74,50.0,218.74
1807459329834754968,74.94,1,one-time,74.94,74.94,50.0,24.939999999999998
1811633901162134575,60.97,1,one-time,60.97,60.97,300.0,-239.03
1814166460229302850,7042.51,7,repeat,1006.0728571428572,7042.51,85.71428571428571,6956.795714285715
1814633817459117169,25.49,1,one-time,25.49,25.49,300.0,-274.51
1817098361006619114,19.98,1,one-time,19.98,19.98,50.0,-30.02
1817256435818850257,25.0,2,repeat,12.5,25.0,300.0,-275.0
1817311646985254835,24.99,1,one-time,24.99,24.99,50.0,-25.01
1818521455599915164,16.99,1,one-time,16.99,16.99,50.0,-33.010000000000005
1820693889236774017,18.99,1,one-time,18.99,18.99,50.0,-31.01
1824403942849017875,36.74,1,one-time,36.74,36.74,50.0,-13.259999999999998
1827094194524010860,13.98,1,one-time,13.98,13.98,50.0,-36.019999999999996
1827763305655925232,386.15,2,repeat,193.075,386.15,50.0,336.15
1828339986405784308,226.18,1,one-time,226.18,226.18,50.0,176.18
1828950887342366657,24.99,1,one-time,24.99,24.99,300.0,-275.01
1829928690197170019,196.21,1,one-time,196.21,196.21,300.0,-103.78999999999999
1830678414845743421,121.96,1,one-time,121.96,121.96,50.0,71.96
1831648988411088045,80.28,1,one-time,80.28,80.28,300.0,-219.72
1832154460054501004,15.29,1,one-time,15.29,15.29,50.0,-34.71
1832346198788998091,5.97,1,one-time,5.97,5.97,300.0,-294.03
1833282132105102358,33.59,1,one-time,33.59,33.59,50.0,-16.409999999999997
1833474884498014374,67.18,1,one-time,67.18,67.18,50.0,17.180000000000007
1833888103682137596,19.99,1,one-time,19.99,19.99,50.0,-30.01
1835011488823009985,162.23,1,one-time,162.23,162.23,300.0,-137.77
1835132804289989526,132.67000000000002,2,repeat,66.33500000000001,132.67000000000002,50.0,82.67000000000002
1836393666420378947,59.99,1,one-time,59.99,59.99,50.0,9.990000000000002
1838185518562718832,29.98,1,one-time,29.98,29.98,50.0,-20.02
1840851331130609869,79.99,1,one-time,79.99,79.99,50.0,29.989999999999995
1841706161179042539,33.59,1,one-time,33.59,33.59,50.0,-16.409999999999997
1842106171508051051,30.98,1,one-time,30.98,30.98,200.0,-169.02
1845281550200982748,98.99,1,one-time,98.99,98.99,50.0,48.989999999999995
1845526144888947016,33.59,1,one-time,33.59,33.59,50.0,-16.409999999999997
1845647655328676272,191.2,1,one-time,191.2,191.2,50.0,141.2
1849906954215296139,102.93,1,one-time,102.93,102.93,200.0,-97.07
1852474862116270404,217.56,2,repeat,108.78,217.56,300.0,-82.44
1852649172317720042,40.44,1,one-time,40.44,40.44,50.0,-9.560000000000002
1853354006844038889,109.88,1,one-time,109.88,109.88,300.0,-190.12
1853598182868352688,15.19,1,one-time,15.19,15.19,50.0,-34.81
1854405837570982370,45.67,1,one-time,45.67,45.67,300.0,-254.32999999999998
1856789034184748379,55.99,1,one-time,55.99,55.99,50.0,5.990000000000002
1859923053751186774,19.19,1,one-time,19.19,19.19,50.0,-30.81
1859987569807691827,15.99,1,one-time,15.99,15.99,50.0,-34.01
1860043119343068169,66.94,2,repeat,33.47,66.94,300.0,-233.06
1860143669054960648,19.99,1,one-time,19.99,19.99,50.0,-30.01
1860697994072848784,57.26,1,one-time,57.26,57.26,50.0,7.259999999999998
1862421020619343868,84.78,1,one-time,84.78,84.78,50.0,34.78
1862546724568841127,75.96,1,one-time,75.96,75.96,300.0,-224.04000000000002
1863054289029276927,447.2,1,one-time,447.2,447.2,50.0,397.2
1863623332795455287,89.97,1,one-time,89.97,89.97,300.0,-210.03
1864017936714423665,40.93,1,one-time,40.93,40.93,50.0,-9.07
1864783493750770519,44.77,1,one-time,44.77,44.77,50.0,-5.229999999999997
1865140170192827585,74.62,1,one-time,74.62,74.62,50.0,24.620000000000005
1866457015323944789,14.98,1,one-time,14.98,14.98,50.0,-35.019999999999996
1868405397995157975,7.2,1,one-time,7.2,7.2,300.0,-292.8
1868935000075627039,21.99,1,one-time,21.99,21.99,50.0,-28.01
1869599090210681270,1303.5,2,repeat,651.75,1303.5,50.0,1253.5
1871702930440783292,15.19,1,one-time,15.19,15.19,50.0,-34.81
1872757799140819375,10.5,1,one-time,10.5,10.5,300.0,-289.5
1875268638592946287,16.99,1,one-time,16.99,16.99,300.0,-283.01
1875834855839567395,95.03,1,one-time,95.03,95.03,50.0,45.03
1878787981465510145,679.2,1,one-time,679.2,679.2,50.0,629.2
1881458907401964229,304.71,4,repeat,76.1775,304.71,50.0,254.70999999999998
1882187047309796513,10.99,1,one-time,10.99,10.99,50.0,-39.01
1882371542926030102,10.99,1,one-time,10.99,10.99,50.0,-39.01
1884511874414753238,128.32,2,repeat,64.16,128.32,300.0,-171.68
1885392946834138494,161.75,1,one-time,161.75,161.75,50.0,111.75
1885575457462592909,44.46,1,one-time,44.46,44.46,300.0,-255.54
1885676882208410768,10.99,1,one-time,10.99,10.99,50.0,-39.01
1888745689624472388,73.98,1,one-time,73.98,73.98,50.0,23.980000000000004
1889119833894765206,694.6,1,one-time,694.6,694.6,50.0,644.6
1889446797400507159,102.32,1,one-time,102.32,102.32,50.0,52.31999999999999
1891695043841609231,67.32,1,one-time,67.32,67.32,300.0,-232.68
1891868313007224972,30.78,1,one-time,30.78,30.78,300.0,-269.22
1892415796758956218,124.75,1,one-time,124.75,124.75,50.0,74.75
1892504515910818669,45.13,1,one-time,45.13,45.13,50.0,-4.869999999999997
1894617860778311526,649.23,1,one-time,649.23,649.23,300.0,349.23
1895007641407662784,8.75,1,one-time,8.75,8.75,50.0,-41.25
1895782678595492670,39.98,1,one-time,39.98,39.98,50.0,-10.020000000000003
1896035155990573311,276.84,1,one-time,276.84,276.84,50.0,226.83999999999997
1896269830191427155,0.0,1,one-time,0.0,0.0,300.0,-300.0
1896927659372882105,24.99,1,one-time,24.99,24.99,300.0,-275.01
1899188148702016323,52.36,1,one-time,52.36,52.36,50.0,2.3599999999999994
1900751757344358129,191.9,1,one-time,191.9,191.9,50.0,141.9
1900860815673587826,923.61,5,repeat,184.722,923.61,300.0,623.61
1900898927258752827,28.78,1,one-time,28.78,28.78,50.0,-21.22
1901345601701391532,21.97,1,one-time,21.97,21.97,50.0,-28.03
1901353870943864683,21.99,1,one-time,21.99,21.99,300.0,-278.01
1902004978039013090,56.39,1,one-time,56.39,56.39,300.0,-243.61
1905601603242266663,54.37,1,one-time,54.37,54.37,50.0,4.369999999999997
1906926996764473743,244.29,1,one-time,244.29,244.29,50.0,194.29
1907472176761894509,74.38,1,one-time,74.38,74.38,50.0,24.379999999999995
1907624706752111002,44.79,1,one-time,44.79,44.79,50.0,-5.210000000000001
1907885199880044523,379.75,1,one-time,379.75,379.75,50.0,329.75
1908025303707716232,24.99,1,one-time,24.99,24.99,300.0,-275.01
1908229962583615364,31.98,1,one-time,31.98,31.98,300.0,-268.02
1911795501373926670,110.32,1,one-time,110.32,110.32,50.0,60.31999999999999
1912171696404614362,69.58,1,one-time,69.58,69.58,50.0,19.58
1912325776785517959,96.76,2,repeat,48.38,96.76,50.0,46.760000000000005
1913537324529991256,31.98,1,one-time,31.98,31.98,50.0,-18.02
1915070543661509940,18.99,1,one-time,18.99,18.99,50.0,-31.01
1915538933685278364,100.0,1,one-time,100.0,100.0,50.0,50.0
1915695559996088119,50.97,1,one-time,50.97,50.97,300.0,-249.03
1916023905118162049,60.510000000000005,4,repeat,15.127500000000001,60.510000000000005,50.0,10.510000000000005
1916313018112377953,52.08,1,one-time,52.08,52.08,200.0,-147.92000000000002
1917703421889337205,18.99,1,one-time,18.99,18.99,50.0,-31.01
1918500785081958231,41.98,1,one-time,41.98,41.98,50.0,-8.020000000000003
1919186994660632677,33.59,1,one-time,33.59,33.59,50.0,-16.409999999999997
1921325710867532207,80.98,1,one-time,80.98,80.98,50.0,30.980000000000004
1921879989553252986,55.99,1,one-time,55.99,55.99,50.0,5.990000000000002
1922068803710051901,33.99,1,one-time,33.99,33.99,50.0,-16.009999999999998
1922510765164338251,27.35,1,one-time,27.35,27.35,50.0,-22.65
1922536845404331112,44.79,1,one-time,44.79,44.79,50.0,-5.210000000000001
1922879125134891876,39.17,1,one-time,39.17,39.17,50.0,-10.829999999999998
1924458237730000404,55.99,1,one-time,55.99,55.99,50.0,5.990000000000002
1924849965126842610,60.62,1,one-time,60.62,60.62,300.0,-239.38
1924994271392732198,38.98,1,one-time,38.98,38.98,50.0,-11.020000000000003
1925633389522225305,114.36,1,one-time,114.36,114.36,50.0,64.36
1927175312147751345,44.97,1,one-time,44.97,44.97,50.0,-5.030000000000001
1929978424426570223,10.99,1,one-time,10.99,10.99,300.0,-289.01
1930047629399360131,42.37,1,one-time,42.37,42.37,50.0,-7.630000000000003
1930306935121258634,195.3,1,one-time,195.3,195.3,50.0,145.3
1930328247760052001,169.7,1,one-time,169.7,169.7,300.0,-130.3
1930841378800737827,76.97,1,one-time,76.97,76.97,50.0,26.97
1931486566224793189,44.79,1,one-time,44.79,44.79,50.0,-5.210000000000001
1931723981901564088,10.79,1,one-time,10.79,10.79,50.0,-39.21
1933981137992581947,0.0,1,one-time,0.0,0.0,50.0,-50.0
1936804138170458457,40.77,1,one-time,40.77,40.77,300.0,-259.23
1937147720930640984,11.98,1,one-time,11.98,11.98,300.0,-288.02
1939406125512685779,224.59,2,repeat,112.295,224.59,50.0,174.59
1939626548556560921,48.28,1,one-time,48.28,48.28,50.0,-1.7199999999999989
1940236239352027930,90.98,1,one-time,90.98,90.98,50.0,40.980000000000004
1941279334540452285,115.94,1,one-time,115.94,115.94,50.0,65.94
1941467346897842010,73.58,1,one-time,73.58,73.58,50.0,23.58
1944533426362788043,12.99,1,one-time,12.99,12.99,50.0,-37.01
1944748031744566172,167.17,1,one-time,167.17,167.17,50.0,117.16999999999999
1945356518747036397,475.0,1,one-time,475.0,475.0,50.0,425.0
1945460168303919891,25.0,1,one-time,25.0,25.0,50.0,-25.0
1945823643105525576,56.64,1,one-time,56.64,56.64,50.0,6.640000000000001
1947121287364717065,39.99,1,one-time,39.99,39.99,50.0,-10.009999999999998
1947343681843355858,301.69,1,one-time,301.69,301.69,50.0,251.69
1950054804441363108,101.97,1,one-time,101.97,101.97,50.0,51.97
1952489722981028031,72.75,1,one-time,72.75,72.75,50.0,22.75
1956307607572137989,5178.71,7,repeat,739.8157142857143,5178.71,92.85714285714286,5085.852857142857
1957458976293878100,77113.43,16,repeat,4819.589375,77113.43,190.625,76922.805
1958027061626351603,179.61,1,one-time,179.61,179.61,50.0,129.61
1958192249642375634,43.98,1,one-time,43.98,43.98,300.0,-256.02
1958518504412290611,25.98,1,one-time,25.98,25.98,50.0,-24.02
1959133989198624732,78.33000000000001,2,repeat,39.165000000000006,78.33000000000001,50.0,28.330000000000013
1964064266327682396,66.95,1,one-time,66.95,66.95,300.0,-233.05
1965269945643678897,71.96,1,one-time,71.96,71.96,300.0,-228.04000000000002
1965405491406486388,249.75,1,one-time,249.75,249.75,50.0,199.75
1966408168791591743,279.58,1,one-time,279.58,279.58,50.0,229.57999999999998
1970566993843297718,87.41,1,one-time,87.41,87.41,300.0,-212.59
1971879185768782326,82.37,1,one-time,82.37,82.37,300.0,-217.63
1973279275238171732,20.89,1,one-time,20.89,20.89,50.0,-29.11
1973770164859106217,83.99,1,one-time,83.99,83.99,50.0,33.989999999999995
1974892456165187964,115.14,1,one-time,115.14,115.14,50.0,65.14
1977171862732443916,1437.75,1,one-time,1437.75,1437.75,50.0,1387.75
1977256117656372433,31.93,1,one-time,31.93,31.93,300.0,-268.07
1977361136349656353,44.79,1,one-time,44.79,44.79,50.0,-5.210000000000001
1978060402738405098,61.59,1,one-time,61.59,61.59,50.0,11.590000000000003
1978868515963084363,271.90999999999997,2,repeat,135.95499999999998,271.90999999999997,50.0,221.90999999999997
1983590358337502597,43.17,1,one-time,43.17,43.17,50.0,-6.829999999999998
1984127525672882092,44.79,1,one-time,44.79,44.79,200.0,-155.21
1986045889598602804,55.99,1,one-time,55.99,55.99,50.0,5.990000000000002
1989547808289808392,100.45,1,one-time,100.45,100.45,50.0,50.45
1992524663355692792,28.0,1,one-time,28.0,28.0,300.0,-272.0
1995748726207840322,15.99,1,one-time,15.99,15.99,50.0,-34.01
1995912971460656574,144.71,1,one-time,144.71,144.71,50.0,94.71000000000001
1996186587769697436,338.88,2,repeat,169.44,338.88,50.0,288.88
1996275771691758452,20.98,1,one-time,20.98,20.98,300.0,-279.02
1996773434304553418,44.79,1,one-time,44.79,44.79,50.0,-5.210000000000001
1997243885876089475,285.74,1,one-time,285.74,285.74,300.0,-14.259999999999991
1997283608635698919,17.59,1,one-time,17.59,17.59,50.0,-32.41
1997401331704594416,130.88,1,one-time,130.88,130.88,200.0,-69.12
1998944550000750737,43.96,1,one-time,43.96,43.96,50.0,-6.039999999999999
1999477392807291366,354.32,1,one-time,354.32,354.32,50.0,304.32
1999795518481333408,377.17,1,one-time,377.17,377.17,50.0,327.17
1999942187402858600,40.38,1,one-time,40.38,40.38,200.0,-159.62
2001149638183224329,840.14,2,repeat,420.07,840.14,175.0,665.14
2002941584451367020,26.31,1,one-time,26.31,26.31,50.0,-23.69
2003561262273243977,27.19,1,one-time,27.19,27.19,50.0,-22.81
2003564080152950767,76.76,1,one-time,76.76,76.76,50.0,26.760000000000005
2003719620641352767,170.42,1,one-time,170.42,170.42,200.0,-29.580000000000013
2004440512410253851,176.84,1,one-time,176.84,176.84,50.0,126.84
2005406430209202726,19.98,1,one-time,19.98,19.98,50.0,-30.02
2006057472534260392,96.77,1,one-time,96.77,96.77,50.0,46.769999999999996
2008785002910996057,157.14,1,one-time,157.14,157.14,50.0,107.13999999999999
2009706373973411398,60.69,1,one-time,60.69,60.69,50.0,10.689999999999998
2009743027244227348,21.98,1,one-time,21.98,21.98,50.0,-28.02
2013562667442528717,35.97,1,one-time,35.97,35.97,50.0,-14.030000000000001
2017396058039056855,30.38,1,one-time,30.38,30.38,50.0,-19.62
2017733599392792571,21.99,1,one-time,21.99,21.99,50.0,-28.01
2017847299139936256,44.0,1,one-time,44.0,44.0,200.0,-156.0
2018356319850533895,61.16,1,one-time,61.16,61.16,50.0,11.159999999999997
2019475323321472449,14.35,1,one-time,14.35,14.35,300.0,-285.65
2020115174591875878,1058.6,4,repeat,264.65,1058.6,50.0,1008.5999999999999
2021467453921061473,52.74,1,one-time,52.74,52.74,50.0,2.740000000000002
2022216708424298019,16.99,1,one-time,16.99,16.99,300.0,-283.01
2022590988318962074,26.29,1,one-time,26.29,26.29,50.0,-23.71
2024172620398136134,10.99,1,one-time,10.99,10.99,300.0,-289.01
2025573844272512720,609.2,1,one-time,609.2,609.2,50.0,559.2
2026637372991465466,33.59,1,one-time,33.59,33.59,50.0,-16.409999999999997
2028483466657374508,20.29,1,one-time,20.29,20.29,300.0,-279.71
2030710570879226632,44.12,1,one-time,44.12,44.12,50.0,-5.880000000000003
2032340774982891136,9.16,1,one-time,9.16,9.16,50.0,-40.84
2032509775824369586,159.95,1,one-time,159.95,159.95,50.0,109.94999999999999
2033149648526352722,67.92,1,one-time,67.92,67.92,50.0,17.92
2033875104727401809,49.96,1,one-time,49.96,49.96,50.0,-0.03999999999999915
2034812653909210223,226.87,1,one-time,226.87,226.87,200.0,26.870000000000005
2035309554670535987,46.76,1,one-time,46.76,46.76,300.0,-253.24
2037170738057013329,3.98,1,one-time,3.98,3.98,200.0,-196.02
2039413873699191010,651.1,1,one-time,651.1,651.1,50.0,601.1
2039492680362282609,544.08,1,one-time,544.08,544.08,50.0,494.08000000000004
2041392925012676726,31.09,1,one-time,31.09,31.09,50.0,-18.91
2048511066419559359,319.61,1,one-time,319.61,319.61,50.0,269.61
2048840372158203598,59.96,1,one-time,59.96,59.96,50.0,9.96
2049524527367859557,23.49,1,one-time,23.49,23.49,50.0,-26.51
2049749565428127211,47.9,1,one-time,47.9,47.9,50.0,-2.1000000000000014
2050051246311654056,55.99,1,one-time,55.99,55.99,50.0,5.990000000000002
2053317929607865427,15.99,1,one-time,15.99,15.99,50.0,-34.01
2054197499443311442,16.99,1,one-time,16.99,16.99,50.0,-33.010000000000005
2055570879390074535,101.67,1,one-time,101.67,101.67,300.0,-198.32999999999998
2056532343381851123,10.39,1,one-time,10.39,10.39,50.0,-39.61
2058369199877139726,90.37,1,one-time,90.37,90.37,50.0,40.370000000000005
2060318762356474784,3.98,1,one-time,3.98,3.98,300.0,-296.02
2061193526205671721,60.97,2,repeat,30.485,60.97,300.0,-239.03
2061376708156621667,53.88,1,one-time,53.88,53.88,300.0,-246.12
2066533098194954022,41.27,1,one-time,41.27,41.27,300.0,-258.73
2067875176335600242,194.32,1,one-time,194.32,194.32,50.0,144.32
2069933334566881550,201.74,1,one-time,201.74,201.74,300.0,-98.25999999999999
2070184068182824137,33.68,1,one-time,33.68,33.68,50.0,-16.32
2070894761735382608,4.98,1,one-time,4.98,4.98,300.0,-295.02
2070973913663396602,104.78,2,repeat,52.39,104.78,50.0,54.78
2071600581309850742,1097.94,1,one-time,1097.94,1097.94,50.0,1047.94
2072942859070557608,54.35,1,one-time,54.35,54.35,50.0,4.350000000000001
2074164338647079047,203.92,12,repeat,16.993333333333332,203.92,50.0,153.92
2075444661051129697,28.88,1,one-time,28.88,28.88,300.0,-271.12
2076013084401203762,13.29,1,one-time,13.29,13.29,50.0,-36.71
2076204015500549342,25.48,1,one-time,25.48,25.48,300.0,-274.52
2076798586652430197,22.97,1,one-time,22.97,22.97,50.0,-27.03
2077293997030984346,6.99,1,one-time,6.99,6.99,50.0,-43.01
2077377423063941153,44.79,1,one-time,44.79,44.79,300.0,-255.21
2078583228250254997,15.19,1,one-time,15.19,15.19,50.0,-34.81
2078956363309304458,43.97,1,one-time,43.97,43.97,50.0,-6.030000000000001
2079305443218957036,1167.79,1,one-time,1167.79,1167.79,50.0,1117.79
2079822395553835132,13.29,1,one-time,13.29,13.29,300.0,-286.71
2080439773261622224,14.91,1,one-time,14.91,14.91,300.0,-285.09
2081649072154766710,367.59,1,one-time,367.59,367.59,50.0,317.59
2082463322705444336,33.59,1,one-time,33.59,33.59,50.0,-16.409999999999997
2083574620132385053,28.48,1,one-time,28.48,28.48,50.0,-21.52
2084416927014276438,28.3,1,one-time,28.3,28.3,50.0,-21.7
2086102344648063828,60.94,1,one-time,60.94,60.94,300.0,-239.06
2086918960702630134,495.24,2,repeat,247.62,495.24,50.0,445.24
2086976642856727593,16.99,1,one-time,16.99,16.99,300.0,-283.01
2087690429996100452,26.58,1,one-time,26.58,26.58,300.0,-273.42
2087880022078046202,18.99,1,one-time,18.99,18.99,200.0,-181.01
2090316602240305671,143.7,1,one-time,143.7,143.7,50.0,93.69999999999999
2090714886530233895,80.98,1,one-time,80.98,80.98,50.0,30.980000000000004
2091423130577972797,35.98,1,one-time,35.98,35.98,50.0,-14.020000000000003
2091708218998967059,877.8,1,one-time,877.8,877.8,50.0,827.8
2091880224910053980,44.79,1,one-time,44.79,44.79,50.0,-5.210000000000001
2092692131178622106,8.99,1,one-time,8.99,8.99,50.0,-41.01
2093025970866126712,44.79,1,one-time,44.79,44.79,50.0,-5.210000000000001
2093134694276222587,16.73,1,one-time,16.73,16.73,50.0,-33.269999999999996
2094695043796060837,11.29,1,one-time,11.29,11.29,50.0,-38.71
2094792722274166219,136.72,1,one-time,136.72,136.72,50.0,86.72
2097832661008966883,15.19,1,one-time,15.19,15.19,300.0,-284.81
2099827776599547321,98.48,1,one-time,98.48,98.48,50.0,48.480000000000004
2099864407370022116,113.52,1,one-time,113.52,113.52,50.0,63.519999999999996
2100286135111282949,50.45,1,one-time,50.45,50.45,50.0,0.45000000000000284
2101142366050947272,91.98,1,one-time,91.98,91.98,50.0,41.980000000000004
2101739683956099127,33.98,1,one-time,33.98,33.98,300.0,-266.02
2105122376016897629,391.19,1,one-time,391.19,391.19,50.0,341.19
2105686286348643381,53.98,1,one-time,53.98,53.98,50.0,3.979999999999997
2107066728400193912,23.99,1,one-time,23.99,23.99,50.0,-26.01
2107545883335786195,27.98,1,one-time,27.98,27.98,50.0,-22.02
2107882110513313421,48.98,1,one-time,48.98,48.98,50.0,-1.0200000000000031
2108070425798338553,68.98,1,one-time,68.98,68.98,50.0,18.980000000000004
2108557365246449094,21.25,1,one-time,21.25,21.25,50.0,-28.75
2109053541085110320,85.98,1,one-time,85.98,85.98,50.0,35.980000000000004
2109062345105733251,623.76,1,one-time,623.76,623.76,50.0,573.76
2110584778013739100,154.0,1,one-time,154.0,154.0,50.0,104.0
2114561506253117840,10.99,1,one-time,10.99,10.99,50.0,-39.01
2118542080997390034,53.45,1,one-time,53.45,53.45,50.0,3.450000000000003
2118556556010692812,10.39,1,one-time,10.39,10.39,50.0,-39.61
2120280500988585465,34.99,1,one-time,34.99,34.99,200.0,-165.01
2120739286981065717,9.09,1,one-time,9.09,9.09,50.0,-40.91
2121255844999750374,18.99,1,one-time,18.99,18.99,300.0,-281.01
2122547835443026286,47.78,1,one-time,47.78,47.78,300.0,-252.22
2123537530251583440,14.98,1,one-time,14.98,14.98,300.0,-285.02
2123761033073657135,43.18,1,one-time,43.18,43.18,50.0,-6.82
2124048453506060621,55.99,1,one-time,55.99,55.99,50.0,5.990000000000002
2125540555068339394,36.78,1,one-time,36.78,36.78,50.0,-13.219999999999999
2127057091012391877,25.98,1,one-time,25.98,25.98,50.0,-24.02
2127135078661762281,212.83,1,one-time,212.83,212.83,50.0,162.83
2127438408373285198,125.98,1,one-time,125.98,125.98,200.0,-74.02
2128287929750116366,12.31,1,one-time,12.31,12.31,50.0,-37.69
2130970500799303391,314.34000000000003,2,repeat,157.17000000000002,314.34000000000003,50.0,264.34000000000003
2132206668089692523,359.27,1,one-time,359.27,359.27,50.0,309.27
2133819475658322913,120.75,1,one-time,120.75,120.75,50.0,70.75
2134229956335427014,23.0,1,one-time,23.0,23.0,50.0,-27.0
2135877003098860196,15.99,1,one-time,15.99,15.99,50.0,-34.01
2136031415967879248,187.21,1,one-time,187.21,187.21,50.0,137.21
2136452381524374196,116.43,1,one-time,116.43,116.43,300.0,-183.57
2137148419156971164,16.99,1,one-time,16.99,16.99,300.0,-283.01
2137863904587206285,25.98,2,repeat,12.99,25.98,300.0,-274.02
2139819648016556317,14.96,1,one-time,14.96,14.96,50.0,-35.04
2139876223551151337,19.02,1,one-time,19.02,19.02,50.0,-30.98
2141032560407740130,62.7,1,one-time,62.7,62.7,300.0,-237.3
2141731581139824096,628.8,1,one-time,628.8,628.8,50.0,578.8
2144281539931737104,41.29,1,one-time,41.29,41.29,50.0,-8.71
2144335436738770147,569.5,1,one-time,569.5,569.5,50.0,519.5
2144851320605513754,27.19,1,one-time,27.19,27.19,50.0,-22.81
2145471185371969845,383.7,1,one-time,383.7,383.7,50.0,333.7
2147366385529994830,18.99,1,one-time,18.99,18.99,50.0,-31.01
2149939263814499827,39.99,1,one-time,39.99,39.99,50.0,-10.009999999999998
2149997451012964461,48.99,1,one-time,48.99,48.99,300.0,-251.01
2154618794882145315,35.98,1,one-time,35.98,35.98,300.0,-264.02
2155057576349556071,98.88,1,one-time,98.88,98.88,300.0,-201.12
2155115683587711916,22.39,1,one-time,22.39,22.39,50.0,-27.61
2158257269735455737,63.47,3,repeat,21.156666666666666,63.47,300.0,-236.53
